title,singer,music_director,actor,genre,language,movie_name,album,year,duration_seconds,audio_file_path,moods
Marry You,Bruno Mars,,,Rnb,English,,Doo-Wops & Hooligans,,230,songs/bruno_mars_marry_you.mp3,romantic
The Man Who Can't Be Moved,The Script,,,Rock,English,,The Script,,241,songs/the_script_the_man_who_cant_be_moved.mp3,romantic|relaxed
Cake by the Ocean,DNCE,,,Funk,English,,SWAAY,,218,songs/dnce_cake_by_the_ocean.mp3,party
Umbrella,Rihanna,,,Rnb,English,,Good Girl Gone Bad,,249,songs/rihanna_umbrella.mp3,party
Tik Tok,Ke$ha,,,English,English,,Animal,,200,songs/keha_tik_tok.mp3,feel good
Space Song,Beach House,,,Dream Pop,English,,Depression Cherry,,320,songs/beach_house_space_song.mp3,feel good
Sofia,Clairo,,,Indie Pop,English,,Immunity [Explicit],,188,songs/clairo_sofia.mp3,romantic
Out of My League,Fitz and the Tantrums,,,Indie Pop,English,,More Than Just a Dream,,209,songs/fitz_and_the_tantrums_out_of_my_league.mp3,feel good
Buzzcut Season,Lorde,,,Indie Pop,English,,Pure Heroine,,246,songs/lorde_buzzcut_season.mp3,feel good
There Is a Light That Never Goes Out - 2011 Remaster,The Smiths,,,Jangle Pop,English,,The Queen Is Dead - 2011 Remaster,,244,songs/the_smiths_there_is_a_light_that_never_goes_out_2011_remaster.mp3,feel good
Pumped Up Kicks,Foster the People,,,Indie,English,,Torches,,239,songs/foster_the_people_pumped_up_kicks.mp3,happy
Diet Mountain Dew,Lana Del Rey,,,Indie,English,,Born to Die,,222,songs/lana_del_rey_diet_mountain_dew.mp3,feel good
Bags,Clairo,,,Indie Pop,English,,Immunity [Explicit],,260,songs/clairo_bags.mp3,feel good
Not Allowed,TV Girl,,,Indie Pop,English,,Who Really Cares,,167,songs/tv_girl_not_allowed.mp3,relaxed
Team,Lorde,,,Indie Pop,English,,Pure Heroine,,193,songs/lorde_team.mp3,feel good
Cigarettes out the Window,TV Girl,,,Indie Pop,English,,Who Really Cares,,198,songs/tv_girl_cigarettes_out_the_window.mp3,feel good
A World Alone,Lorde,,,Indie Pop,English,,Pure Heroine,,294,songs/lorde_a_world_alone.mp3,sad
Shut Up and Dance,Walk the Moon,,,Indie Pop,English,,Talking Is Hard,,198,songs/walk_the_moon_shut_up_and_dance.mp3,party
National Anthem,Lana Del Rey,,,Indie Pop,English,,Born to Die,,246,songs/lana_del_rey_national_anthem.mp3,feel good
Wildflower,Beach House,,,Dream Pop,English,,Depression Cherry,,219,songs/beach_house_wildflower.mp3,feel good
Tongue Tied,Grouplove,,,Indie,English,,Never Trust a Happy Song,,218,songs/grouplove_tongue_tied.mp3,happy
Cool Kids,Echosmith,,,Indie Pop,English,,Talking Dreams (Deluxe Version),,237,songs/echosmith_cool_kids.mp3,feel good
Black Out Days,Phantogram,,,Indie Pop,English,,Voices,,227,songs/phantogram_black_out_days.mp3,feel good
Burning Pile,Mother Mother,,,Indie Pop,English,,O My Heart,,262,songs/mother_mother_burning_pile.mp3,sad
Young Folks,Peter Bjorn and John,,,Indie,English,,Writer's Block,,211,songs/peter_bjorn_and_john_young_folks.mp3,happy
Like Or Like Like,Miniature Tigers,,,Indie Pop,English,,Tell It To The Volcano,,156,songs/miniature_tigers_like_or_like_like.mp3,romantic
My Type,Saint Motel,,,Indie Pop,English,,My Type EP,,204,songs/saint_motel_my_type.mp3,party
Why Do You Let Me Stay Here?,She & Him,,,Indie,English,,Volume One,,150,songs/she_him_why_do_you_let_me_stay_here.mp3,feel good
Andrew In Drag,The Magnetic Fields,,,Indie Pop,English,,Love at the Bottom of the Sea,,129,songs/the_magnetic_fields_andrew_in_drag.mp3,feel good
Nobody,Mitski,,,Indie Pop,English,,Be the Cowboy,,202,songs/mitski_nobody.mp3,feel good
Circles,Post Malone,,,Indie Pop,English,,Now That's What I Call Music! Vol. 73,,213,songs/post_malone_circles.mp3,feel good
My Moon My Man,Feist,,,Female Vocalists,English,,The Reminder,,205,songs/feist_my_moon_my_man.mp3,feel good
the last great american dynasty,Taylor Swift,,,Indie Pop,English,,folklore [Clean],,226,songs/taylor_swift_the_last_great_american_dynasty.mp3,feel good
Car Radio,Twenty One Pilots,,,Indie Pop,English,,Vessel,,472,songs/twenty_one_pilots_car_radio.mp3,feel good
1901,Phoenix,,,Indie,English,,Wolfgang Amadeus Phoenix,,193,songs/phoenix_1901.mp3,party
Arms Tonite,Mother Mother,,,Indie Pop,English,,O My Heart,,216,songs/mother_mother_arms_tonite.mp3,feel good
everything i wanted,Billie Eilish,,,Indie Pop,English,,Now That's What I Call Music! Vol. 74,,245,songs/billie_eilish_everything_i_wanted.mp3,sad
Spring,Saint Etienne,,,Wsum 91.7 Fm Madison,English,,Foxbase Alpha,,224,songs/saint_etienne_spring.mp3,party
"Please, Please, Please, Let Me Get What I Want - 2011 Remaster",The Smiths,,,New Wave,English,,Hatful Of Hollow - 2011 Remaster,,112,songs/the_smiths_please_please_please_let_me_get_what_i_want_2011_remaster.mp3,feel good
Dreams Tonite,Alvvays,,,Dream Pop,English,,Antisocialites,,196,songs/alvvays_dreams_tonite.mp3,sleepy
Dark Red,Steve Lacy,,,Rnb,English,,Steve Lacy's Demo,,173,songs/steve_lacy_dark_red.mp3,feel good
Tek It,Cafuné,,,Indie Pop,English,,Running,,191,songs/cafuné_tek_it.mp3,feel good
Summertime Sadness,Lana Del Rey,,,Indie,English,,Born to Die,,265,songs/lana_del_rey_summertime_sadness.mp3,sad
Dog Days Are Over,Florence + the Machine,,,Indie,English,,,,,songs/florence_the_machine_dog_days_are_over.mp3,happy
Body Electric,Lana Del Rey,,,English,English,,Born to Die - The Paradise Edition,,302,songs/lana_del_rey_body_electric.mp3,feel good
Here's Where the Story Ends,The Sundays,,,90S,English,,Reading Writing And Arithmetic,,233,songs/the_sundays_heres_where_the_story_ends.mp3,nostalgic
Born to Die,Lana Del Rey,,,Indie,English,,Born to Die,,286,songs/lana_del_rey_born_to_die.mp3,feel good
idontwannabeyouanymore,Billie Eilish,,,Indie Pop,English,,my boy,,203,songs/billie_eilish_idontwannabeyouanymore.mp3,feel good
Gods & Monsters,Lana Del Rey,,,Indie,English,,Born to Die - The Paradise Edition,,237,songs/lana_del_rey_gods_monsters.mp3,relaxed
The Cigarette Duet,Princess Chelsea,,,English,English,,Lil' Golden Book,,257,songs/princess_chelsea_the_cigarette_duet.mp3,feel good
Thunder,Imagine Dragons,,,Indie Pop,English,,Evolve,,187,songs/imagine_dragons_thunder.mp3,feel good
Where'd All The Time Go?,Dr. Dog,,,Indie Pop,English,,Shame Shame,,,songs/dr_dog_whered_all_the_time_go.mp3,feel good
Houdini,Foster the People,,,Indie,English,,Torches,,202,songs/foster_the_people_houdini.mp3,happy
my tears ricochet,Taylor Swift,,,Folk,English,,Folklore Deluxe Version Explicit,,255,songs/taylor_swift_my_tears_ricochet.mp3,sad|devotional
Golden,Harry Styles,,,Indie Pop,English,,538 Hitzone 97,,207,songs/harry_styles_golden.mp3,feel good
Habits (Stay High),Tove Lo,,,Kick,English,,Queen of the Clouds,,208,songs/tove_lo_habits_stay_high.mp3,feel good
Washing Machine Heart,Mitski,,,Art Rock,English,,Be the Cowboy,,144,songs/mitski_washing_machine_heart.mp3,sad
The Hype,Twenty One Pilots,,,English,English,,The Hype (Alt Mix),,265,songs/twenty_one_pilots_the_hype.mp3,feel good
Heaven Knows I'm Miserable Now - 2011 Remaster,The Smiths,,,Jangle Pop,English,,Hatful Of Hollow - 2011 Remaster,,215,songs/the_smiths_heaven_knows_im_miserable_now_2011_remaster.mp3,feel good
Guns for Hands,Twenty One Pilots,,,Indie Pop,English,,Vessel,,321,songs/twenty_one_pilots_guns_for_hands.mp3,feel good
Money,The Drums,,,Indie,English,,Portamento,,234,songs/the_drums_money.mp3,feel good
Amoeba,Clairo,,,Rock,English,,Sling,,228,songs/clairo_amoeba.mp3,feel good
Off to the Races,Lana Del Rey,,,Indie,English,,Born to Die,,299,songs/lana_del_rey_off_to_the_races.mp3,feel good
Doin' Time,Lana Del Rey,,,Cover,English,,Indie Mix,,202,songs/lana_del_rey_doin_time.mp3,feel good
favorite crime,Olivia Rodrigo,,,Indie Pop,English,,Bored,,160,songs/olivia_rodrigo_favorite_crime.mp3,feel good
I Bet on Losing Dogs,Mitski,,,Indie Rock,English,,Puberty 2,,178,songs/mitski_i_bet_on_losing_dogs.mp3,sad
Video Games,Lana Del Rey,,,Female Vocalists,English,,Born to Die,,281,songs/lana_del_rey_video_games.mp3,feel good
Are You Satisfied?,Marina,,,Indie Pop,English,,,,199,songs/marina_are_you_satisfied.mp3,feel good
Favourite,Fontaines D.C.,,,Jangle Pop,English,,Romance,,256,songs/fontaines_dc_favourite.mp3,feel good
"Get Me Away from Here, I'm Dying",Belle and Sebastian,,,English,English,,If You're Feeling Sinister,,205,songs/belle_and_sebastian_get_me_away_from_here_im_dying.mp3,feel good
Silver Soul,Beach House,,,Dream Pop,English,,Teen Dream,,280,songs/beach_house_silver_soul.mp3,feel good
No Other Heart,Mac DeMarco,,,Indie Pop,English,,Another One,,173,songs/mac_demarco_no_other_heart.mp3,sad
Body,Mother Mother,,,Indie Pop,English,,O My Heart,,213,songs/mother_mother_body.mp3,feel good
I Love You So,The Walters,,,Indie Pop,English,,Songs for Dads,,160,songs/the_walters_i_love_you_so.mp3,sad
i love you,Billie Eilish,,,2010S,English,,You Belong With Me,,291,songs/billie_eilish_i_love_you.mp3,romantic
Sutphin Boulevard,Blood Orange,,,Indie Pop,English,,Coastal Grooves,,214,songs/blood_orange_sutphin_boulevard.mp3,feel good
Say Something,A Great Big World,,,English,English,,Is There Anybody Out There?,,231,songs/a_great_big_world_say_something.mp3,feel good
Chlorine,Twenty One Pilots,,,Indie Pop,English,,Trench,,215,songs/twenty_one_pilots_chlorine.mp3,feel good
Lovers Rock,TV Girl,,,Alternative,English,,French Exit,,213,songs/tv_girl_lovers_rock.mp3,romantic
take a bite,beabadoobee,,,Post-Britpop,English,,take a bite,,159,songs/beabadoobee_take_a_bite.mp3,feel good
The Boy With the Arab Strap,Belle and Sebastian,,,English,English,,The Boy with the Arab Strap,,314,songs/belle_and_sebastian_the_boy_with_the_arab_strap.mp3,feel good
Doubt,Twenty One Pilots,,,Indie Pop,English,,Blurryface,,191,songs/twenty_one_pilots_doubt.mp3,feel good
Bel Air,Lana Del Rey,,,English,English,,Born to Die - The Paradise Edition,,237,songs/lana_del_rey_bel_air.mp3,feel good
House of Gold,Twenty One Pilots,,,Indie Pop,English,,Vessel,,179,songs/twenty_one_pilots_house_of_gold.mp3,feel good
I Don't Want to Get Over You,The Magnetic Fields,,,English,English,,69 Love Songs,,142,songs/the_magnetic_fields_i_dont_want_to_get_over_you.mp3,feel good
Vicious,Sabrina Carpenter,,,Indie Pop,English,,vicious,,149,songs/sabrina_carpenter_vicious.mp3,feel good
girls,girl in red,,,Indie Pop,English,,Chapter 1 - EP,,198,songs/girl_in_red_girls.mp3,chill
Burning,The Whitest Boy Alive,,,English,English,,Dreams,,191,songs/the_whitest_boy_alive_burning.mp3,feel good
Cannibal Queen,Miniature Tigers,,,English,English,,Tell It To The Volcano,,162,songs/miniature_tigers_cannibal_queen.mp3,feel good
My Finest Hour,The Sundays,,,English,English,,Reading Writing And Arithmetic,,295,songs/the_sundays_my_finest_hour.mp3,feel good
Call It What You Want,Foster the People,,,English,English,,Torches,,239,songs/foster_the_people_call_it_what_you_want.mp3,feel good
Ode to Sleep,Twenty One Pilots,,,Indie Pop,English,,Vessel,,322,songs/twenty_one_pilots_ode_to_sleep.mp3,sleepy
Wraith Pinned To The Mist And Other Games,of Montreal,,,English,English,,The Sunlandic Twins,,251,songs/of_montreal_wraith_pinned_to_the_mist_and_other_games.mp3,feel good
Goner,Twenty One Pilots,,,English,English,,Blurryface,,266,songs/twenty_one_pilots_goner.mp3,lonely
This Is What Makes Us Girls,Lana Del Rey,,,Indie,English,,Born to Die,,240,songs/lana_del_rey_this_is_what_makes_us_girls.mp3,chill
This Night Has Opened My Eyes - 2011 Remaster,The Smiths,,,Jangle Pop,English,,Hatful Of Hollow - 2011 Remaster,,221,songs/the_smiths_this_night_has_opened_my_eyes_2011_remaster.mp3,sleepy
Wet Dream,Wet Leg,,,Indie Rock,English,,Wet Dream,,141,songs/wet_leg_wet_dream.mp3,feel good
"1 step forward, 3 steps back",Olivia Rodrigo,,,Indie Pop,English,,SOUR,,163,songs/olivia_rodrigo_1_step_forward_3_steps_back.mp3,feel good
I / Me / Myself,Will Wood,,,Indie Pop,English,,The Normal Album,,280,songs/will_wood_i_me_myself.mp3,feel good
Migraine,Twenty One Pilots,,,Indie Pop,English,,Vessel,,268,songs/twenty_one_pilots_migraine.mp3,feel good
The Love Club,Lorde,,,Electronic,English,,Pure Heroine (Extended),,201,songs/lorde_the_love_club.mp3,romantic
Summertime,The Sundays,,,90S,English,,Static & Silence,,208,songs/the_sundays_summertime.mp3,nostalgic
Witches,Alice Phoebe Lou,,,Indie Pop,English,,Witches,,185,songs/alice_phoebe_lou_witches.mp3,chill
Daylight,Matt & Kim,,,English,English,,Grand,,171,songs/matt_kim_daylight.mp3,feel good
Waste,Foster the People,,,English,English,,Torches,,341,songs/foster_the_people_waste.mp3,feel good
